transaction_id,transaction_amount,hour_of_day,prev_transactions,distance_from_home,is_first_transaction
T000065,204.42213864349625,2.0,0.0,,0.0
T000066,111.92774768868696,2.0,3.0,48.28684451272522,1.0
T000067,51.20633735113336,3.0,2.0,50.46169889240751,1.0
T000068,132.97256205568058,2.0,4.0,,0.0
T000069,135.17139583936543,2.0,,,0.0
T000070,149.13415713849707,3.0,4.0,1.9689490268254703,1.0
T000071,95.1042376778548,,0.0,38.080652628076216,0.0
T000072,106.13351579973978,1.0,,44.32172219293305,0.0
T000073,95.40776178325224,2.0,,,0.0
T000074,82.89256744363806,2.0,4.0,7.07586892424376,0.0
T000075,110.03493471444392,3.0,6.0,51.64016461016824,0.0
T000076,,3.0,10.0,,
T000077,187.47919521027103,2.0,11.0,,0.0
T000078,151.25545762908868,3.0,2.0,,0.0
T000079,232.21716735085172,3.0,0.0,8.513160897953538,0.0
T000080,124.3936142435537,2.0,5.0,1.0632590248401967,0.0
T000081,116.20419846973977,2.0,1.0,35.16939240999248,0.0
T000082,122.89028049628924,2.0,1.0,11.898923861919032,0.0
T000083,40.84719076328055,3.0,0.0,45.89229380993818,0.0
T000084,26.751262694755557,3.0,4.0,,0.0
T000085,73.43928526962007,2.0,0.0,,0.0
T000086,1.6465148206423803,2.0,0.0,4.098308869000509,0.0
T000087,82.74265594309864,2.0,11.0,,0.0
T000088,12.063025678844284,2.0,3.0,32.209498152429944,1.0
T000089,276.4527593785242,2.0,5.0,20.89258518482817,0.0
T000090,149.50831194796444,3.0,9.0,57.76623952645894,0.0
T000091,142.48059942581065,2.0,3.0,10.570789706481412,0.0
T000092,122.79438860408038,3.0,0.0,,0.0
T000093,99.02901970561336,3.0,4.0,29.53474896101495,0.0
T000094,146.08250559622297,3.0,3.0,12.144158594953373,1.0
T000095,155.31157794299844,1.0,8.0,9.432312408741293,0.0
T000096,67.51173865758665,2.0,0.0,0.9799913446783132,0.0
T000097,120.2106432638666,2.0,2.0,8.553773455593799,0.0
T000098,126.88149514749398,3.0,18.0,14.905341763858903,0.0
T000099,117.41708696230634,1.0,9.0,2.115487581883889,0.0
T000100,91.78323970573044,2.0,7.0,10.200957709994286,0.0
T000101,108.21473826852844,3.0,7.0,,0.0
T000102,89.98237111029181,3.0,3.0,34.738989554940616,0.0
T000103,172.3898209228933,2.0,,8.303811378152814,0.0
T000104,101.70762087440124,2.0,1.0,9.67756677046074,0.0
T000105,96.3013568202811,3.0,13.0,46.35159107265679,0.0
T000106,58.19541648901868,2.0,1.0,,0.0
T000107,130.33615295680914,2.0,3.0,34.6237413570036,0.0
T000108,132.77019149251186,2.0,0.0,3.9139391006652815,0.0
T000109,194.88835083729884,,6.0,43.04343421654144,0.0
T000110,1.0,2.0,15.0,0.9075071260212814,1.0
T000111,94.77753907312642,2.0,0.0,33.86398267228562,0.0
T000112,,1.0,1.0,19.543928063005144,0.0
T000113,,3.0,6.0,10.65440894779204,0.0
T000114,105.4785790038929,2.0,3.0,10.29612566041904,
T000115,116.75290145420588,3.0,1.0,12.117106004078195,0.0
T000116,83.98074702816028,2.0,5.0,8.458986762750095,0.0
T000117,101.62035066700682,,0.0,,0.0
T000118,94.99229617600236,2.0,0.0,1.5058110107615663,0.0
T000119,63.481668414143165,2.0,1.0,29.09042236812845,0.0
T000120,67.40819460989204,2.0,15.0,14.034261199735624,0.0
T000121,142.6216667398112,2.0,,4.110236023178706,0.0
T000122,104.37368768403697,2.0,0.0,10.54045305167467,0.0
T000123,68.33843016425115,3.0,4.0,106.51908826150763,0.0
T000124,33.95608223113412,3.0,2.0,4.768059689351421,1.0
T000125,93.8135526862582,2.0,1.0,27.03983542395728,0.0
T000126,162.61418309783198,,22.0,68.4699006255565,0.0
T000127,174.7469113726618,2.0,1.0,25.46341403825557,0.0
T000128,76.3080326464542,3.0,1.0,,0.0
T000129,39.51526285794462,3.0,0.0,1.4587385085163231,0.0
T000130,151.34931316598662,2.0,6.0,,1.0
T000131,128.2754822815772,,1.0,82.82694481784172,0.0
T000132,122.52478618890174,2.0,0.0,,0.0
T000133,122.60339191298355,2.0,13.0,31.957809799408587,0.0
T000134,38.04464621730496,2.0,1.0,27.46282772218696,0.0
T000135,127.5942985911077,3.0,0.0,25.13989047293821,0.0
T000136,173.20886193762186,1.0,10.0,2.1727399939125034,0.0
T000137,66.2145960419194,1.0,0.0,4.018334269800546,0.0
T000138,122.86402023076204,3.0,1.0,24.63974754200401,
T000139,88.23630450137806,2.0,4.0,,0.0
T000140,170.5229572601752,1.0,17.0,0.2382224718284021,0.0
T000141,73.47494261947362,2.0,2.0,13.369305664238798,0.0
T000142,1.0,1.0,10.0,10.140965115030442,0.0
T000143,25.040939902115085,3.0,,11.840212797168215,0.0
T000144,148.47845128764533,2.0,0.0,1.9908633589438889,0.0
T000145,151.17653220926724,3.0,0.0,16.288947641732303,0.0
T000146,94.8389123533752,3.0,6.0,10.512012592195472,0.0
T000147,121.6108345379627,3.0,0.0,32.60768040371041,0.0
T000148,78.65979025323712,2.0,2.0,,0.0
T000149,138.04233271557388,1.0,6.0,13.564874795071166,0.0
T000150,1.0,2.0,1.0,52.16357001974908,0.0
T000151,129.95516659317974,3.0,0.0,8.238126581376278,0.0
T000152,34.14340400267075,2.0,6.0,19.5002651578537,0.0
T000153,95.58185203973323,3.0,6.0,33.37158127790574,0.0
T000154,174.20580142679825,2.0,1.0,55.6673656829617,0.0
T000155,49.91899950525423,2.0,1.0,20.972133241503293,
T000156,96.96695930926896,3.0,10.0,9.124338163460092,0.0
T000157,226.4963874625976,3.0,3.0,35.01380529533639,0.0
T000158,112.0376589744284,2.0,0.0,3.0488379704228543,0.0
T000159,108.82207776386126,2.0,3.0,105.12478137749028,0.0
T000160,109.93400047737036,3.0,,6.223067502346789,0.0
T000161,48.237883879031294,2.0,14.0,44.57613171283377,0.0
T000162,185.11074723176188,2.0,5.0,,0.0
T000163,168.40396752443007,2.0,3.0,5.91329677770299,0.0
T000164,75.55569404781544,2.0,4.0,12.991863509201307,0.0
T000165,30.994927089255427,3.0,3.0,22.663761778818703,0.0
T000166,69.94367236655765,2.0,4.0,9.796972364263585,0.0
T000167,100.43918274490738,3.0,0.0,18.874510339071964,
T000168,1.0,3.0,0.0,0.5222592973064097,0.0
T000169,48.40168580764102,2.0,2.0,0.236796626555293,0.0
T000170,131.2754008415518,3.0,4.0,85.21743441655414,0.0
T000171,,2.0,1.0,1.8673122852079604,0.0
T000172,128.14846183452855,2.0,4.0,13.10263315050504,0.0
T000173,21.18039215078753,1.0,5.0,21.2749511629998,0.0
T000174,42.33337983971275,3.0,15.0,6.517540165764812,0.0
T000175,211.57494555138743,2.0,4.0,1.276664129710782,0.0
T000176,,2.0,3.0,5.915348074053986,0.0
T000177,108.61271932055188,2.0,8.0,11.994893871213018,
T000178,70.60718475459998,3.0,0.0,43.01641875970168,0.0
T000179,50.27857391001039,2.0,1.0,25.71481783238387,0.0
T000180,143.80869658465377,2.0,4.0,44.1445212996841,0.0
T000181,136.7318772729665,3.0,8.0,8.559257141532076,0.0
T000182,92.07311537917715,3.0,6.0,33.96064306893252,1.0
T000183,168.34371337222623,3.0,8.0,9.389246280765304,0.0
T000184,106.69791902901176,2.0,4.0,3.360111344396735,0.0
T000185,,2.0,1.0,2.3451331770064816,0.0
T000186,88.67605540492366,2.0,11.0,16.36516214708354,0.0
T000187,189.9362509175656,3.0,2.0,2.267646636573493,0.0
T000188,115.40252697520512,2.0,4.0,6.848594165751662,0.0
T000189,120.84007872415567,3.0,0.0,1.5843386269250512,0.0
T000190,158.29582601276115,2.0,2.0,35.41572803155509,0.0
T000191,,2.0,13.0,27.750700814645363,0.0
T000192,113.40252137948768,2.0,4.0,31.464795709248705,0.0
T000193,159.09450212794468,3.0,5.0,10.481791615803274,0.0
T000194,194.6095880416534,3.0,6.0,31.0029440530378,0.0
T000195,97.72438773493788,2.0,0.0,44.41919911753238,0.0
T000196,78.52972294373735,2.0,5.0,,0.0
T000197,119.72899927421096,2.0,1.0,27.11124383933564,0.0
T000198,124.69886911028225,2.0,10.0,3.1100951165959816,0.0
T000199,,3.0,0.0,18.818770570731974,
T000200,91.58704327562292,2.0,0.0,21.44641861593247,0.0
T000201,107.25318729796908,3.0,3.0,43.62166099680274,0.0
T000202,67.53175901930595,3.0,5.0,6.063919296698546,0.0
T000203,98.4470533564549,1.0,2.0,42.940021332209945,0.0
T000204,93.75565573249663,2.0,9.0,20.23121720179147,0.0
T000205,95.04528498793655,2.0,1.0,26.58924493459134,0.0
T000206,39.52615322905974,3.0,5.0,46.93198714305819,0.0
T000207,,2.0,3.0,9.89741132979834,0.0
T000208,181.1942496405576,1.0,1.0,2.5628011435749185,0.0
T000209,109.7421170135069,,6.0,5.927151213693936,0.0
T000210,111.21082021453964,2.0,15.0,4.328423838660163,0.0
T000211,83.14570144409804,2.0,0.0,36.31240834084713,1.0
T000212,69.75466180359126,2.0,8.0,62.544728883017896,0.0
T000213,,2.0,5.0,,0.0
T000214,98.6869603365074,2.0,0.0,31.711837386120045,0.0
T000215,127.78022330017242,3.0,4.0,62.27870355274183,0.0
T000216,86.44381994787156,3.0,9.0,19.38603589684189,0.0
T000217,135.7000247046046,2.0,3.0,,1.0
T000218,62.54141366983791,,6.0,11.41452571680706,0.0
T000219,89.016527382452,3.0,16.0,9.384095132533531,0.0
T000220,114.2377296692784,3.0,10.0,10.733379390595346,0.0
T000221,40.17210356916567,1.0,7.0,8.083615803392478,0.0
T000222,88.54594845391452,1.0,0.0,3.001499928424971,0.0
T000223,118.6674279855699,3.0,3.0,5.136079596918624,0.0
T000224,114.34779271508545,2.0,2.0,2.444621908255092,0.0
T000225,160.1942218584408,3.0,17.0,21.83075341795264,1.0
T000226,72.44071418357333,3.0,0.0,10.105394856946331,0.0
T000227,67.41998261970915,2.0,1.0,46.93165107913298,0.0
T000228,80.77715605114543,1.0,0.0,33.4550102185944,0.0
T000229,151.20312629057312,2.0,9.0,43.178751797442885,0.0
T000230,25.13711774106777,2.0,2.0,22.30877420012844,0.0
T000231,,3.0,,,0.0
T000232,215.39581253080556,1.0,6.0,13.850089101808338,0.0
T000233,,,0.0,,0.0
T000234,,1.0,1.0,,0.0
T000235,229.4781821009307,3.0,11.0,0.240875358514833,0.0
T000236,1.0,2.0,,54.73048901215355,0.0
T000237,147.89969707400095,2.0,5.0,40.746556140742975,0.0
T000238,133.96866414782517,3.0,6.0,19.152738350519417,0.0
T000239,45.22403055772188,3.0,10.0,19.203047441275245,0.0
T000240,70.99918336731577,3.0,8.0,19.400691766211963,0.0
T000241,106.20878423723067,3.0,18.0,22.415948922014447,1.0
T000242,135.7304895318309,1.0,3.0,49.30365035152152,0.0
T000243,49.20890905108016,2.0,10.0,6.199044026102661,0.0
T000244,,2.0,4.0,28.327831360165,0.0
T000245,172.4249614946463,2.0,5.0,6.32455319426776,0.0
T000246,,3.0,1.0,23.50968319931286,0.0
T000247,79.45928560227077,2.0,,1.1881396917273694,0.0
T000248,219.60548176369963,1.0,3.0,,1.0
T000249,113.4296790522149,1.0,2.0,6.664317845573592,0.0
T000250,9.10103873064226,2.0,0.0,63.90055784819537,0.0
T000251,49.11178454615235,3.0,2.0,67.835252832042,0.0
T000252,88.15906966299956,2.0,1.0,32.18031477144729,0.0
T000253,140.40180947010356,2.0,9.0,3.900444946737938,0.0
T000254,110.83415594821432,1.0,6.0,,0.0
T000255,121.29218293149144,2.0,2.0,96.46442029977786,0.0
T000256,132.32447688628855,2.0,4.0,13.025846946955284,0.0
T000257,44.47120772670856,2.0,1.0,36.80582974350728,0.0
T000258,75.04305242648172,3.0,,7.576000719713509,0.0
T000259,105.3584957629798,3.0,2.0,18.05726757351206,0.0
T000260,58.39693475750717,3.0,8.0,63.43190793940462,0.0
T000261,184.97179915043543,3.0,2.0,,0.0
T000262,126.91480395248163,3.0,1.0,0.7531662105828089,0.0
T000263,45.41874139204487,2.0,7.0,33.47460293890624,0.0
T000264,70.03036772779889,2.0,6.0,52.80596547488111,0.0
T000265,32.74927580346656,1.0,2.0,16.475645384069722,0.0
T000266,,,7.0,10.158707987307038,0.0
T000267,149.0882743495797,3.0,13.0,13.908806677516198,0.0
T000268,175.17099142144997,1.0,4.0,19.881989090544,0.0
T000269,132.98249990411853,2.0,2.0,,0.0
T000270,99.16948288370456,3.0,18.0,8.810446379524292,0.0
T000271,112.80148671569378,2.0,3.0,0.97653784005977,0.0
T000272,,3.0,1.0,,0.0
T000273,62.31319178212552,2.0,2.0,33.6352702455821,0.0
T000274,,2.0,0.0,41.193389568072114,0.0
T000275,124.46872806139592,3.0,,34.117252742920854,0.0
T000276,68.75907111521606,3.0,5.0,25.097152114507544,0.0
T000277,133.643061798341,1.0,0.0,,0.0
T000278,85.9662461566613,,1.0,18.30378142920824,1.0
T000279,191.57293829271768,3.0,2.0,16.536499388421856,0.0
T000280,106.40522074553948,3.0,2.0,14.089620550641078,0.0
T000281,81.07101283934229,3.0,2.0,6.9709287822042265,0.0
T000282,126.71824493181916,3.0,2.0,7.626002609592886,1.0
T000283,1.0,3.0,0.0,17.964723472930245,0.0
T000284,167.55570449933575,2.0,1.0,4.943805292863316,0.0
T000285,,1.0,0.0,0.5038204891698921,0.0
T000286,156.24662726516203,2.0,8.0,34.23823512533606,0.0
T000287,99.4566431482514,1.0,11.0,0.7171918455037757,1.0
T000288,204.89696695662155,2.0,0.0,8.668825571265906,0.0
T000289,236.00845832948093,2.0,0.0,33.66842750834728,0.0
T000290,187.93102420975669,2.0,10.0,1.1270347631541444,0.0
T000291,,2.0,5.0,0.9697475214129015,0.0
T000292,116.21796408608014,3.0,,8.741489445070394,0.0
T000293,103.3495358612436,2.0,0.0,32.36972735672212,0.0
T000294,86.15553221155982,2.0,2.0,,0.0
T000295,88.90558643538657,2.0,4.0,1.465422036479947,0.0
T000296,68.81155196520974,2.0,7.0,25.682308189386788,0.0
T000297,165.91511624263347,2.0,5.0,13.809682849504345,0.0
T000298,97.93313975954148,3.0,,27.174503372885063,1.0
T000299,137.12294567963102,2.0,6.0,18.685622948998382,0.0
T000300,,2.0,0.0,14.885903207516144,0.0
T000301,70.21693529782539,3.0,1.0,12.23740689302612,0.0
T000302,87.73059419985647,3.0,0.0,11.156535832682849,0.0
T000303,67.82408848099286,3.0,6.0,,0.0
T000304,147.86524112967658,3.0,3.0,10.565054722156503,0.0
T000305,35.97853237518585,1.0,,,0.0
T000306,81.65877940926562,3.0,17.0,4.664347927492157,0.0
T000307,45.48957966002851,3.0,2.0,5.556709236022843,0.0
T000308,30.60657247720991,3.0,0.0,18.20209629579309,1.0
T000309,101.5745781130998,3.0,10.0,34.14352119113943,0.0
T000310,5.999498304611819,2.0,1.0,26.63001539107597,0.0
T000311,191.9091838397561,3.0,2.0,56.0169202237638,0.0
T000312,66.52815431832548,3.0,11.0,11.618569510608982,
T000313,103.70473902098875,3.0,1.0,32.533456971334594,1.0
T000314,36.4969455643984,2.0,16.0,6.907398558842267,0.0
T000315,131.13556119501342,2.0,10.0,6.613663439382542,0.0
T000316,97.48809452754315,2.0,5.0,1.5783478843999803,0.0
T000317,63.27042116009754,3.0,1.0,26.1489767263528,0.0
T000318,185.9688953103648,2.0,11.0,27.94299642408119,1.0
T000319,106.29506941974796,3.0,10.0,4.142682754941628,0.0
T000320,86.72197437407294,3.0,13.0,6.025754833729822,0.0
T000321,78.01344708629125,,10.0,41.66807914127651,0.0
T000322,,1.0,6.0,19.9874396886034,1.0
T000323,143.43862502953854,3.0,4.0,35.6924437815568,0.0
T000324,164.63726447591034,2.0,3.0,27.065101182914763,1.0
T000325,114.43468146399286,,3.0,5.200449460052615,0.0
T000326,109.7192150788668,3.0,6.0,12.403418708929422,0.0
T000327,92.55153451163515,3.0,7.0,21.803290446225983,0.0
T000328,99.64775072597226,2.0,5.0,12.282172824970154,1.0
T000329,96.4199370292968,3.0,3.0,41.86329160430469,0.0
T000330,117.02946082002484,2.0,13.0,12.974373988978488,0.0
T000331,112.9330573927694,1.0,0.0,0.058749221653377,0.0
T000332,109.57886980970449,3.0,,39.40898890067322,0.0
T000333,111.69240128947992,3.0,0.0,18.74913069387213,0.0
T000334,35.15840260220767,2.0,3.0,14.112181530286696,0.0
T000335,67.8225083841269,2.0,17.0,9.50635556739332,0.0
T000336,89.53381614240669,2.0,2.0,,0.0
T000337,175.0137304500494,2.0,7.0,34.27472499395952,0.0
T000338,32.63730412093254,2.0,5.0,14.20025842768464,0.0
T000339,169.60193757935457,3.0,0.0,3.110782380275422,0.0
T000340,89.0164056081244,2.0,4.0,,0.0
T000341,163.97324658288755,3.0,2.0,29.545445603127845,0.0
T000342,224.92152418607475,2.0,10.0,14.016417373675106,1.0
T000343,92.63973606572014,2.0,6.0,13.018909423715208,0.0
T000344,64.04233403787899,2.0,10.0,7.266521109160864,0.0
T000345,26.82425259339408,2.0,16.0,1.88243637578872,0.0
T000346,20.89116183269364,1.0,0.0,,0.0
T000347,137.74793830709822,2.0,0.0,45.09948361272458,0.0
T000348,100.32111349054688,1.0,6.0,20.08348050842017,0.0
T000349,146.44660067661076,2.0,0.0,6.571050263427123,0.0
T000350,147.29348218420728,2.0,1.0,8.508157634165588,0.0
T000351,73.6722433431649,2.0,11.0,19.49775357377017,0.0
T000352,23.476929512831163,3.0,2.0,1.4482658804547872,0.0
T000353,175.03798953171554,3.0,21.0,21.61541209359401,0.0
T000354,62.70289367621994,2.0,7.0,3.9162562463643793,
T000355,77.49935710020932,2.0,0.0,,0.0
T000356,150.5137293418008,2.0,0.0,25.820809780725064,
T000357,173.55851637468044,2.0,3.0,3.347668512288795,0.0
T000358,,2.0,2.0,22.95000673766899,0.0
T000359,7.810320825962719,2.0,5.0,15.647355593782358,0.0
T000360,125.6807232115548,1.0,2.0,2.297432704272428,0.0
T000361,119.67426927108748,1.0,,,0.0
T000362,,3.0,3.0,48.47681487085831,0.0
T000363,106.01478158559496,3.0,1.0,4.199705303369485,0.0
T000364,168.68292725814788,3.0,0.0,12.053004848400493,0.0
T000365,93.496985322319,3.0,4.0,51.56332967895625,0.0
T000366,59.18913777290176,2.0,1.0,5.148043913768422,0.0
T000367,207.25745638866945,2.0,0.0,84.87442176676012,0.0
T000368,53.68094350092308,2.0,5.0,3.2082994953023345,0.0
T000369,53.6323432904713,3.0,3.0,4.12862139353459,1.0
T000370,120.88403761197004,2.0,8.0,2.4651860199055915,0.0
T000371,162.65664123841216,1.0,2.0,8.156673675870389,0.0
T000372,112.62844229983118,2.0,0.0,,0.0
T000373,85.48627279056743,2.0,7.0,50.42422121225116,0.0
T000374,104.76720997206542,1.0,2.0,6.710784515990159,0.0
T000375,98.8223924562881,2.0,17.0,10.558758980733977,0.0
T000376,155.7160847334436,1.0,0.0,61.66129613874776,0.0
T000377,107.16942336711256,3.0,1.0,24.505322808361267,0.0
T000378,1.0,2.0,3.0,10.295240109511392,
T000379,152.34558972440698,3.0,17.0,2.875187686947019,0.0
T000380,1.0,2.0,20.0,51.29853413322952,0.0
T000381,35.368732642386874,,6.0,7.168981867662408,1.0
T000382,122.67927617546091,1.0,2.0,35.473524050739776,0.0
T000383,72.34550915429338,2.0,7.0,10.664923185378727,0.0
T000384,188.0594062433687,1.0,0.0,5.984799150442861,0.0
T000385,140.45563953656892,2.0,10.0,37.64886979563767,0.0
T000386,175.06668259777433,3.0,5.0,,0.0
T000387,73.2382394219716,2.0,0.0,9.374490374092174,0.0
T000388,55.81404296544686,2.0,2.0,5.225568751748975,0.0
T000389,182.8104126028648,3.0,1.0,21.70679391087213,0.0
T000390,182.5286481616424,2.0,10.0,86.85562545186956,0.0
T000391,134.16115073944042,3.0,2.0,26.83607946352292,
T000392,46.60985392104035,3.0,7.0,32.08972306552359,0.0
T000393,,2.0,2.0,19.90287606640003,1.0
T000394,72.75404565955252,3.0,,22.88213176045532,0.0
T000395,31.329855551512537,3.0,3.0,7.906590084008239,0.0
T000396,162.6421317213742,2.0,0.0,20.94948637445623,0.0
T000397,14.469832278174296,2.0,,34.87841898381696,0.0
T000398,90.71705116680914,2.0,1.0,17.925704916843273,0.0
T000399,101.42287905915796,,0.0,0.4737226253243067,0.0
T000400,91.35269700382884,3.0,5.0,1.1859304344145627,0.0
T000401,155.60503096106692,2.0,9.0,51.98378099845021,0.0
T000402,143.53733222942014,1.0,0.0,19.504723101023234,0.0
T000403,1.0,2.0,1.0,45.0995432466369,0.0
T000404,176.53754161718487,1.0,2.0,32.748241459358745,0.0
T000405,149.7790757001015,3.0,0.0,30.767394480185807,0.0
T000406,121.617635710017,3.0,1.0,,0.0
T000407,162.22825801776278,3.0,8.0,14.436839200525572,0.0
T000408,83.9851097731679,2.0,3.0,3.681784691752308,0.0
T000409,43.86389892188507,3.0,5.0,5.4579831642447685,0.0
T000410,184.7861438905433,2.0,2.0,8.53749731153042,0.0
T000411,29.384814933235432,2.0,1.0,36.92777572489464,0.0
T000412,100.61117742075848,,17.0,23.94770692367839,0.0
T000413,118.08305306235084,3.0,3.0,63.68248606299086,0.0
T000414,115.49103551135136,2.0,2.0,14.129628851550304,0.0
T000415,93.02051859224132,3.0,2.0,10.43734611702613,0.0
T000416,135.57052897327475,3.0,2.0,15.523197195021254,0.0
T000417,95.59543779854634,1.0,0.0,18.245478451211124,0.0
T000418,91.25201216522956,3.0,0.0,1.3942309361334442,0.0
T000419,85.12588995630749,,2.0,44.29723392978972,0.0
T000420,87.02043243181976,2.0,1.0,61.75603791213338,0.0
T000421,70.12605709877982,3.0,4.0,43.32150786111308,0.0
T000422,107.17132834287466,2.0,2.0,,0.0
T000423,68.13064363467412,3.0,4.0,0.7538816264689117,0.0
T000424,137.18258877700868,2.0,3.0,12.448717057647904,0.0
T000425,17.73006265215541,3.0,0.0,1.2830776224904668,0.0
T000426,146.9141902987999,,6.0,8.335459784741795,0.0
T000427,159.19937215984447,1.0,1.0,43.29006524368807,0.0
T000428,39.13586538897603,2.0,4.0,66.9223734765559,0.0
T000429,16.355304934421284,2.0,,82.43579514759661,0.0
T000430,,1.0,4.0,,0.0
T000431,19.321930106162934,2.0,10.0,3.5922214063969378,0.0
T000432,135.41782236496766,3.0,10.0,5.7522620329820064,
T000433,134.31592284783505,3.0,5.0,11.004965282777848,0.0
T000434,67.3335383713144,2.0,0.0,131.3271140977379,0.0
T000435,1.0,2.0,2.0,38.19327959635047,0.0
T000436,148.51581008941406,2.0,1.0,,0.0
T000437,116.39055367870615,3.0,18.0,0.5696534345320114,0.0
T000438,116.58238335628812,3.0,9.0,27.78401787301684,0.0
T000439,85.78076751967453,1.0,1.0,12.608955556996944,0.0
T000440,101.74439735447042,2.0,2.0,18.983309366549253,1.0
T000441,36.08236855988378,3.0,7.0,26.421488194964184,0.0
T000442,124.94415973841063,3.0,7.0,26.190673379099227,0.0
T000443,167.0225223011572,,4.0,9.701588175985297,0.0
T000444,58.655982298007,3.0,6.0,11.060539695280063,0.0
T000445,172.07843103289505,2.0,0.0,3.1242498655106234,0.0
T000446,157.30150720710327,1.0,3.0,49.8690435200358,
T000447,153.00448699543327,2.0,2.0,3.709344351339378,0.0
T000448,47.30822523178272,3.0,0.0,0.2780536457546048,0.0
T000449,24.24044689007239,2.0,9.0,9.771537856457384,0.0
T000450,64.2348145370016,3.0,0.0,20.378819838283174,0.0
T000451,113.4647376290367,1.0,0.0,37.06944254986356,0.0
T000452,159.6655502963563,1.0,31.0,,0.0
T000453,8.415887639698695,,1.0,,0.0
T000454,41.05382543508374,3.0,0.0,8.954980429023824,0.0
T000455,130.1623750285697,2.0,2.0,,0.0
T000456,20.79320284972552,2.0,3.0,33.02129599174541,1.0
T000457,97.10247291186413,2.0,1.0,56.287129688833936,0.0
T000458,123.65191410801076,1.0,1.0,1.5940631831069183,0.0
T000459,55.1678886342396,2.0,2.0,32.05194742454486,1.0
T000460,84.23516723569378,2.0,0.0,23.470952003407643,0.0
