transaction_id,transaction_amount,hour_of_day,prev_transactions,distance_from_home,is_first_transaction
T003889,140.9962626317617,,0.0,19.11172523291073,0.0
T003890,178.4091214763663,2.0,0.0,8.470481882817953,0.0
T003891,72.40709270537766,3.0,5.0,123.6853585963471,0.0
T003892,32.50371810693635,2.0,1.0,25.710762244578405,0.0
T003893,75.79130243756315,2.0,6.0,4.908709593113718,0.0
T003894,61.084763729884365,3.0,8.0,3.838045126816632,0.0
T003895,1.0,2.0,15.0,15.09694622688254,1.0
T003896,131.0336048775339,2.0,0.0,4.542354978442376,0.0
T003897,135.22532699123616,3.0,1.0,15.82792923891398,
T003898,112.68698307472869,2.0,5.0,13.812204946976076,0.0
T003899,87.96674127348935,2.0,1.0,70.74649150083758,0.0
T003900,114.15265811293268,2.0,4.0,68.3992991414559,0.0
T003901,125.12498480646452,3.0,3.0,23.872165822121215,0.0
T003902,128.70356104470005,1.0,5.0,11.160489439393825,0.0
T003903,90.46587996183268,2.0,7.0,86.96405041877414,0.0
T003904,118.20701480273308,3.0,4.0,15.770718092620218,1.0
T003905,82.90890898769322,2.0,1.0,32.39627363415819,1.0
T003906,231.89408761301,3.0,26.0,37.96350499719588,0.0
T003907,116.70882086224486,1.0,8.0,51.08396868588778,1.0
T003908,95.82810151048196,2.0,0.0,5.937278941740511,0.0
T003909,147.0385593994108,3.0,3.0,,1.0
T003910,59.14556844659047,2.0,0.0,1.8282241418742335,0.0
T003911,37.7130610644006,3.0,10.0,34.63928632984533,0.0
T003912,93.91262458083582,2.0,6.0,42.66547200318882,0.0
T003913,87.30241468013824,2.0,,38.77161055930258,0.0
T003914,26.07068771100792,3.0,,11.37242582809534,0.0
T003915,86.85545853958662,3.0,3.0,18.34122761238873,0.0
T003916,86.15933500555397,1.0,5.0,,
T003917,71.87666120528661,,8.0,,0.0
T003918,89.85096813021714,2.0,1.0,4.119517195586663,0.0
T003919,27.517739015073488,3.0,14.0,9.528766003484822,0.0
T003920,99.51677893433263,2.0,2.0,24.49594122326932,0.0
T003921,163.28539204323505,2.0,0.0,57.4519168080237,1.0
T003922,103.42814874030137,2.0,1.0,46.55989326041546,0.0
T003923,86.76715833810219,2.0,,11.153193841595952,0.0
T003924,64.26596615047842,3.0,0.0,101.74953827854635,0.0
T003925,132.1150617505588,3.0,0.0,6.69185513711332,0.0
T003926,107.33965059927746,2.0,0.0,0.7832519773595913,0.0
T003927,30.27524655703692,1.0,0.0,36.49843205231293,0.0
T003928,33.3775826052717,1.0,5.0,33.80760741673231,1.0
T003929,118.60527363034316,3.0,0.0,18.31894026383341,0.0
T003930,53.2201850618787,3.0,0.0,,0.0
T003931,25.222923175089804,2.0,8.0,47.35274308820138,0.0
T003932,125.53960442637974,2.0,0.0,24.710799287764047,0.0
T003933,139.59296551940338,3.0,7.0,19.599157083676992,0.0
T003934,109.86578537027978,2.0,3.0,45.418471665189365,0.0
T003935,109.90423803839276,3.0,4.0,14.322411663274314,0.0
T003936,87.06019686664489,3.0,1.0,4.036028358634732,0.0
T003937,82.64067524438687,2.0,4.0,32.80757396254218,0.0
T003938,69.76276677308937,2.0,1.0,16.071306366587326,0.0
T003939,67.62290971824204,3.0,0.0,2.233290558239833,0.0
T003940,210.6265519698621,3.0,,0.5270875802663281,0.0
T003941,218.27038859999868,3.0,3.0,62.58338778311754,0.0
T003942,113.0140253291443,1.0,12.0,2.1847496714882078,0.0
T003943,129.31820093775465,2.0,0.0,18.17628292022537,0.0
T003944,97.3747465730674,3.0,2.0,9.772102633997475,0.0
T003945,112.24832855543612,1.0,5.0,13.042788000770592,0.0
T003946,172.5463774139606,1.0,,64.40815146435295,0.0
T003947,20.820580510621,2.0,3.0,5.310532168878146,0.0
T003948,,2.0,13.0,2.9683256914799507,0.0
T003949,130.34252966078355,2.0,,5.943987466965503,0.0
T003950,117.37908526808356,1.0,8.0,,0.0
T003951,47.43899851087486,1.0,3.0,18.595652324472645,0.0
T003952,77.38468403754617,2.0,1.0,1.875433745267041,0.0
T003953,81.88262212269488,2.0,20.0,32.82442448950535,0.0
T003954,147.440654823581,2.0,9.0,9.214386158907097,0.0
T003955,155.04798174992857,3.0,3.0,31.517437760570797,0.0
